#Project: Raltegravir
#PK-Sim version: 8.0.22
"IndividualId","Gender","RaceIndex","Population Name","Organism|Weight [kg]","Organism|BMI [kg/dm²]","Organism|Age [year(s)]","Organism|Gestational age [week(s)]","Organism|Height [dm]","Organism|Ontogeny factor (albumin)","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Hematocrit","Organism|VenousBlood|Volume [l]","Organism|ArterialBlood|Volume [l]","Organism|Bone|Specific blood flow rate [l/min/kg organ]","Organism|Bone|Volume [l]","Organism|Brain|Volume [l]","Organism|Brain|Specific blood flow rate [l/min/kg organ]","Organism|Fat|Volume [l]","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Specific blood flow rate [l/min/kg organ]","Organism|Gonads|Volume [l]","Organism|Gonads|Specific blood flow rate [l/min/kg organ]","Organism|Heart|Volume [l]","Organism|Heart|Specific blood flow rate [l/min/kg organ]","Organism|Kidney|Volume [l]","Organism|Kidney|Age of aging onset [year(s)]","Organism|Kidney|Aging half-time [year(s)]","Organism|Kidney|GFRmat [l/min]","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|TM50 for GFR [week(s)]","Organism|Kidney|Specific blood flow rate [l/min/kg organ]","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius [dm]","Organism|Lumen|Stomach|Gastric emptying time [min]","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Length [dm]","Organism|Lumen|Stomach|Proximal radius [dm]","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume [l]","Organism|Stomach|Specific blood flow rate [l/min/kg organ]","Organism|SmallIntestine|Small intestinal transit time [min]","Organism|SmallIntestine|Volume [l]","Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ]","Organism|LargeIntestine|Large intestinal transit time [min]","Organism|LargeIntestine|Volume [l]","Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ]","Organism|Liver|Volume [l]","Organism|Liver|Specific blood flow rate [l/min/kg organ]","Organism|Lung|Volume [l]","Organism|Lung|Fraction vascular","Organism|Muscle|Volume [l]","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (water)","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Specific blood flow rate [l/min/kg organ]","Organism|Pancreas|Volume [l]","Organism|Pancreas|Specific blood flow rate [l/min/kg organ]","Organism|PortalVein|Volume [l]","Organism|Skin|Volume [l]","Organism|Skin|Specific blood flow rate [l/min/kg organ]","Organism|Spleen|Volume [l]","Organism|Spleen|Specific blood flow rate [l/min/kg organ]","UGT1A1|Ontogeny factor","UGT1A1|Ontogeny factor GI","UGT1A9|Ontogeny factor","UGT1A9|Ontogeny factor GI"
10,1,0,Healthy adults,60.3580793069356,0.21215296330673,32.0535857565951,40,16.8672062143919,1.08253625575861,0.740558188411144,0.47,0.974584797454945,0.413866528558575,0.0275634202642075,10.957247306885,1.63024916484217,0.477613356114522,7.35670528660922,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0231355056924105,0.0395386449207952,0.0788364826978079,0.363913692083052,0.620292184771421,0.404469435006988,30,54,0.0481031836943236,1.5,15.5528619402523,0.9,45.0809197269988,2.90061442635747,1.39549723476559,0.5,20.9440593497938,1.4671636034157,0.832451227328975,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.174511218239638,0.367539297318188,99.4084288448216,0.544724966668364,0.850588756257341,2652,0.285103085184121,0.666172685928639,2.79896866241243,0.180959749524381,1.36244113282736,0.58,28.4336358429691,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0354760695851521,0.169576676769628,0.351232202781694,0.94196947938104,3.36698179931688,0.081988350027873,0.139591586806235,0.905784486538505,1.21037700475311,1.05553962210763,0.842213108557125,0.820830419386637
11,1,0,Healthy adults,85.8109223112763,0.237669333585921,34.4159054916426,40,19.0013610735074,1.05029913519509,1.87644019328711,0.47,1.08047511280721,0.453046141361447,0.0288927209239255,14.1309842589373,1.48817497356911,0.558069066202899,20.8370800609958,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0224003234758917,0.0419963022282336,0.075951041629074,0.376006849199631,0.657747597633188,0.397652509699375,30,54,0.0983353737460411,1.5,14.6640657602788,0.9,44.6339559130059,2.95131671121634,1.89787822793769,0.5,11.368541073868,0.868666100098836,0.805968735934303,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.201545519758202,0.383411617850109,159.8119988131,0.909054527862315,0.886490169433076,2652,0.385785392338008,0.636418861204219,2.72599528892066,0.171008449235136,1.9797442923912,0.58,35.1447133391478,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0339974026470077,0.187794437248032,0.298498575488891,1.08020422185406,4.20383355235236,0.0862699685110385,0.186835530605596,0.822452549971971,0.891628675619746,1.0283672599143,0.820561947627234,0.69942543444592
12,1,0,Healthy adults,78.5298970332886,0.245890135457553,30.5320505474378,40,17.8709220666859,1.02698165147008,1.37813307905977,0.47,0.938378745675115,0.417457089104644,0.0276439971337731,12.1083310961847,1.5998775022319,0.49074522426821,19.2713079442282,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0198850368297657,0.0419676098302059,0.075680227350262,0.477215583649916,0.638229581869829,0.495055859739085,30,54,0.115407434164781,1.5,14.9036943636202,0.9,42.953626131244,3.07562698397855,1.314233975913,0.5,23.825694502967,0.674381068357029,0.552453687376184,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.132450924788915,0.3823301298312,120.40111334916,0.666904576051812,0.848321359227913,2652,0.339795632667313,0.664726842701211,1.72843985714791,0.177760421946807,1.4264948530879,0.58,33.4899037189901,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0333623129434382,0.141740949238828,0.332493150765097,1.06269917272521,3.88507086781042,0.0792619559999607,0.306805050136535,0.783750721472547,1.17980116315861,1.01984848785137,1.52332095880479,0.802469556344725
13,1,0,Healthy adults,68.4540400615826,0.236714455655694,28.3828290777201,40,17.005411762786,0.980680592922758,0.65507578203747,0.464609430259067,0.931244672224535,0.386438288223633,0.0293402447305436,10.70999695665,1.57699498549884,0.487086056433929,14.2978290191945,0.792453202362694,0.78254753733316,0.00198113300590673,0.16646868368912,0.157546797637306,0.189056157164767,0.844953227019222,0.911321182717098,0.00158490640472539,0.00200490660197762,0.141792117873576,0.00945280785823835,0.0315093595274612,0.0213967119417826,0.0356233892376182,0.0892195525812257,0.296367891571479,0.656536559105906,0.387135727014992,30,54,0.0762341140221994,1.5,15.0424406169425,0.9,43.5468714551818,3.18383431057862,0.974211492003153,0.497243262634487,17.10302526953,2.03127501636554,1.15486564215277,1.98897089431005,0.497243262634487,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.189214620570024,0.40099008308543,108.571616901618,0.642741145853615,0.910917304045627,2636.15172496166,0.296332599646003,0.681121803989772,2.06119821512005,0.189064976395118,1.71375644622652,0.58,29.8137670371587,0.013,0.0238,0.0072,0.177,0.811,0.76,0.162156227896373,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0359633429044621,0.180969019993331,0.379776152063097,1.02353169265225,3.68142490765416,0.0974844319576304,0.229473447092347,0.788260651410928,0.904389890316895,1.07671193061773,0.929149575856662,1.18882204356696
14,1,0,Healthy adults,96.1281593389749,0.338319674535247,31.7179773988752,40,16.8562780343303,1.06054450901263,0.81171743767971,0.47,0.924573576728636,0.37678394874414,0.0293326685886172,10.8757954898477,1.53254182534067,0.506477316516125,43.2676321040331,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0215281818660303,0.0404754896786408,0.084997505122853,0.415412392247583,0.633838819772488,0.418189562930258,30,54,0.123512043524784,1.5,15.0786258017108,0.9,44.3426418760523,3.02356184219966,1.1136203332809,0.5,19.6865285154671,0.954580707941856,0.97159129724657,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.184245631053435,0.425628154462752,201.860689828716,0.61587266796029,0.80836695711894,2652,0.308914760084507,0.654287729026771,2.55964215338529,0.167948910316428,0.846597976239089,0.58,28.3479354475635,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0338170779709655,0.105143580448779,0.363483397023878,1.01162644921594,4.11732671587345,0.0870286415935056,0.179449567599811,0.810193760943556,1.11481849793776,1.01685758616568,1.11977474322492,1.24088698219232
15,1,0,Healthy adults,64.2105092848626,0.22742512480371,39.9547988548664,40,16.802884278465,0.854292919095739,1.53004490522542,0.47,0.989042299422479,0.394097570684802,0.0292061642508137,10.7324652766358,1.54243121798208,0.461867418157614,9.57494222353235,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.022638167573966,0.0383330558552755,0.0854495320068348,0.316482488985607,0.602587197536808,0.564195677259595,30,54,0.116935644873752,1.5,14.8735487296219,0.9,43.3252817451214,2.61878374098734,1.57658903286261,0.5,14.8442798377335,1.06937192865416,1.01438994411446,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.131464371712318,0.376957266018725,143.431337445217,0.625252057866697,0.848257884075633,2652,0.49857245520203,0.600362142259149,2.5441875309728,0.189112615510747,1.06051028044097,0.58,30.4846481139089,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0353804595367628,0.285464317481338,0.320919267100063,0.871850433426895,3.26896372778131,0.0913176933382621,0.287606185711379,0.868175503590123,0.882853312745671,0.901297995216873,1.06940813929509,0.749545335493594
16,1,0,Healthy adults,54.7597243710167,0.211987704727477,24.2926962600521,40,16.0721986072933,0.856960124081402,0.926191883297538,0.450975654200174,0.845035874092822,0.38010801604432,0.0314158120938594,9.43501889995393,1.5324700041616,0.521193582452224,7.39978180881935,0.773365915880243,0.76369884193174,0.00193341478970061,0.182829214959792,0.176634084119757,0.211960900943708,0.824601407807309,0.88937080326228,0.00154673183176049,0.00195661576717702,0.158970675707781,0.0105980450471854,0.0353268168239513,0.0258966147954161,0.0306015289821163,0.11371276990881,0.29141920706186,0.678058154187976,0.464271890770092,30,54,0.138624581835576,1.5,14.9726351095784,0.9,45.2269489982741,3.50162365199397,0.711928263110196,0.490270949557969,4.78072519849597,1.44857653295463,1.13564035598699,1.96107618849356,0.490270949557969,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.151761644677218,0.40028451817145,163.59258732749,0.625170812514635,1.00197238965518,2596.06842334851,0.291776058225277,0.737065774129615,2.21171707566201,0.210775523481887,1.35291547652354,0.58,25.7885726453605,0.013,0.0238,0.0072,0.177,0.811,0.76,0.167609738319931,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0371192384760407,0.140486125256592,0.378154627316589,0.965910515374441,2.66354384513472,0.108207538243752,0.189162942401698,0.831979292571681,1.00984096416593,1.06720663952462,1.22185160862724,0.877465874554813
17,1,0,Healthy adults,63.9563198111057,0.216407096395635,28.3272122630511,40,17.1911917225792,1.14428515729108,0.866109908246308,0.464424040876837,0.920518107163609,0.405568557680733,0.0268107050088025,11.0170579412781,1.49048405850056,0.55485644316016,8.48805225543487,0.792193657227572,0.782291236512227,0.00198048414306893,0.166691150947796,0.157806342772428,0.189367611326914,0.844676487018898,0.911022705811707,0.00158438731445514,0.00200424995278576,0.142025708495186,0.00946838056634569,0.0315612685544857,0.0239037226752696,0.0378450745987348,0.0931091428133981,0.519176243167461,0.621327813806243,0.465518126577331,30,54,0.144449774078433,1.5,14.9809917109695,0.9,44.0999870833165,3.02712665684502,0.635495403120712,0.497148454504414,19.2290272576195,1.24693594944674,1.20286929682526,1.98859158763401,0.497148454504414,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.184402725441926,0.381480553676856,112.209696154662,0.720069373585595,0.895942839698003,2635.6066801779,0.376122979813866,0.681709837205933,1.94825485500161,0.184042670210035,1.12452972718389,0.58,31.3462342164791,0.013,0.0238,0.0072,0.177,0.811,0.76,0.162230383649265,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0358920916271198,0.316486702986915,0.327526814253854,1.03582154226127,3.26538903604023,0.0965350100989701,0.294788287909961,0.78876397126362,0.953315068948861,1.10778186843142,1.00445147619641,1.15011921809818
18,1,0,Healthy adults,74.4941404372844,0.218374600730319,36.7457440759734,40,18.4697065225114,1.02879033392416,1.15156561350725,0.47,1.03053448424954,0.372033894225329,0.0270643256392905,13.3446292647704,1.37838889332877,0.521963841988708,14.1561720113492,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0234859020444742,0.0458422081546595,0.0828368506565378,0.524286524691805,0.623927431603335,0.346828467981236,30,54,0.0973375010047183,1.5,15.2289453012849,0.9,44.4226765098535,2.77794631851042,1.11688139737211,0.5,39.8478470225297,0.467075604844771,0.956738068200026,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.192031399480984,0.377336902068596,97.2646075775392,0.785435883214427,0.905682957501405,2652,0.464001021250697,0.681241703379209,2.0429726708546,0.174751356747363,1.95561271467502,0.58,32.6869244488569,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0306892071552377,0.253132166962626,0.373430776731497,0.898506052503053,3.72105839409763,0.0852692884341014,0.295749936637557,0.818372225619009,0.881870057618185,1.07043613930916,0.844133785757356,1.42817891101873
19,1,0,Healthy adults,67.4608017942641,0.231273824359286,24.3195956499873,40,17.0790027446418,0.926098261744191,0.479671632922623,0.451065318833291,0.884909722090208,0.380298732187803,0.0313140533429435,10.6732243878387,1.42728996722492,0.555535904331423,12.8650733590374,0.773491446366607,0.763822803287025,0.00193372861591652,0.182721617400051,0.176508553633393,0.211810264360071,0.824735254688395,0.889515163321598,0.00154698289273321,0.00195693335930752,0.158857698270053,0.0105905132180036,0.0353017107266786,0.0256195209680233,0.0313686213698503,0.116287259827471,0.4033065711508,0.752486682917566,0.271329232491278,30,54,0.115085439438278,1.5,14.7011387894878,0.9,45.410024892304,3.63055187914935,0.61623549235701,0.490316804051345,6.34211079319076,1.13945527593005,1.00106118275294,1.96125964233291,0.490316804051345,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.132975191033047,0.408532713659286,180.323956036593,0.722464508498425,0.929745864621308,2596.33203736988,0.502956000007886,0.703696424727011,2.54057772731142,0.177932258108375,1.5578896774784,0.58,30.168506723666,0.013,0.0238,0.0072,0.177,0.811,0.76,0.167573872466684,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0347134469681033,0.173475580801223,0.373525513507688,1.04712820370568,3.23347273128046,0.113998935323934,0.444554857090616,0.805444916763348,0.990361692247737,1.05722280647357,0.959935524184222,0.727578155786894
20,1,0,Healthy adults,76.6115841466975,0.242429162208606,34.5472940870315,40,17.7768493084114,1.4201951316716,1.5827993303698,0.47,0.942753701345526,0.428784627055106,0.0285164138693008,12.0885197528221,1.48777076132645,0.463087262228845,18.3604613967748,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0218584995964658,0.0399963814288728,0.0790280191434694,0.478986223691109,0.583318582081587,0.55162951824336,30,54,0.0827953511809805,1.5,14.9025832160862,0.9,46.8220062792157,2.94035277902784,1.30283155464261,0.5,18.103263432539,0.928117903058866,1.11491242018476,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.18408773672265,0.394230623883849,188.149092489972,0.697722612616237,0.863873157732254,2652,0.383683846277206,0.65972365231837,1.71390634613154,0.174166696749119,1.15465350457276,0.58,33.0291555028623,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0339101112652215,0.176883344610625,0.365823493994278,0.996121535145524,3.83484483240721,0.0845450213059003,0.0616225226641581,0.875588887590409,0.91116488565191,1.02985467715079,1.13942697054306,1.01741499477495
21,1,0,Healthy adults,65.7435548312959,0.201863632330542,23.3376289267734,40,18.0466896478941,0.994158110684415,1.65356317197813,0.447792096422578,0.912001130675879,0.441061579554013,0.0282497100372027,11.4875279440704,1.45575422216392,0.495046888963801,10.7065516459513,0.768908934991609,0.759297573304214,0.00192227233747902,0.186649484292907,0.181091065008391,0.217309278010069,0.819849151934803,0.884245275240351,0.00153781786998322,0.00194533960552877,0.162981958507552,0.0108654639005034,0.0362182130016782,0.0260067633402488,0.0292572093882794,0.117803910998652,0.469657126338769,0.762159556690276,0.537200863581437,30,54,0.150420775179595,1.5,15.1193811882836,0.9,45.1377185575877,3.18535738382723,1.89303439670066,0.488642878110506,12.6162126814871,0.769138343994168,1.00076281898869,1.95456262928059,0.488642878110506,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.167255692609799,0.417988664223215,164.848161156347,0.594255323585185,0.955830134540999,2586.70876348238,0.355472031702404,0.661166618795419,2.64797569067518,0.217294708835837,1.20580321636875,0.58,29.3098478110499,0.013,0.0238,0.0072,0.177,0.811,0.76,0.168883161430969,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0355902449112564,0.1540946282075,0.405814531254567,0.95173402390597,3.6331177994465,0.110320668498202,0.684986892020636,0.881369353234883,0.86169482535369,0.915163692024966,1.17689316423425,0.994527210888061
22,1,0,Healthy adults,69.0276872315956,0.227315572424916,33.7164866988158,40,17.4259742160052,0.970757049326537,0.849565380032465,0.47,1.00126680166958,0.401222679600183,0.0282492277713538,11.5741433028276,1.53093058051806,0.493197106853568,11.2487030230311,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0214657115253443,0.04341143926785,0.0818225228050678,0.310678528985627,0.607436687134108,0.4562154019437,30,54,0.0942386969603603,1.5,15.4269778950241,0.9,42.7477836250431,2.87594846118564,1.32518149132156,0.5,29.521126127994,3.0309444864553,1.58000106003242,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.17211233275504,0.401870326792376,156.384783933145,0.77606236414232,0.969054015494172,2652,0.322382562175059,0.660188026541356,2.33501654203802,0.177831042945233,1.68426959532686,0.58,31.8778139782094,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0343326054548492,0.22066487012722,0.360274713541135,1.02079446373068,3.83510579049428,0.0792444189703173,0.216892974753064,0.852122022758232,1.2295276240486,1.0301075471058,0.877755145092879,0.892126604417681
23,1,0,Healthy adults,73.1180921112847,0.251268739205355,26.1315396363528,40,17.058592510793,0.979675893682702,0.852715841897406,0.457105132121176,1.00983664515567,0.420340918346714,0.030682264729268,10.7405587535482,1.49897647946745,0.542933857583775,22.2675430387834,0.781947184969646,0.772172845157526,0.00195486796242412,0.175473841454589,0.168052815030354,0.201663378036424,0.833751185973886,0.899239262715093,0.00156389436993929,0.00197832637797321,0.151247533527318,0.0100831689018212,0.0336105630060707,0.0238290576060449,0.0338670177467929,0.09510965395974,0.403710064285886,0.672761376611281,0.513611028813907,30,54,0.133050533953341,1.5,15.1390060415779,0.9,45.4906922324836,3.03884562252678,0.669869384232863,0.493405564566769,18.2390052636599,0.710767174069988,0.847775356369,1.97361710031993,0.493405564566769,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.128691970425142,0.382688185395036,74.4882768655153,0.704168006150589,0.959941740841819,2614.08908843626,0.400331763510948,0.655055244854706,2.35377050200258,0.189871184222461,0.718555683219463,0.58,26.7496922980089,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16515794715153,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0317907854136991,0.128311959767394,0.368328136983173,1.01059619364322,3.75718030603933,0.0931477532163729,0.278349482369099,0.831562939337894,0.946110235471673,0.936097749098388,0.850507948653289,1.02228715020028
24,1,0,Healthy adults,84.0646193848984,0.252152407835653,30.9520714874156,40,18.258919153604,1.0817887693921,0.865876449609468,0.47,0.914295799619245,0.414112553517804,0.0275764009531321,12.7642082363554,1.32377622664839,0.510055093530433,15.9447351411634,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0241539196624673,0.041794271666672,0.082161214856436,0.376874732271207,0.615053710226583,0.466435286092635,30,54,0.11018875196658,1.5,15.0882511693049,0.9,47.1908194162082,2.74250802165023,1.32571700468476,0.5,15.1563672798921,1.19026107067148,0.795325878757746,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.161153913096287,0.385236563971641,511.440353323928,0.755094949551621,0.89401615394707,2652,0.388157691668185,0.621740791286707,2.79258065696601,0.187693279370915,1.42938423202162,0.58,40.5744855837899,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0333954760660093,0.233493582538491,0.348904385958174,1.12235978228705,4.1861415297166,0.0876113429196474,0.175535215927882,0.836304555572528,0.97232262835392,1.16183535072086,0.796416255714493,0.954669722187518
25,1,0,Healthy adults,55.8380250503793,0.203699591689424,29.8891672444945,40,16.5565538262398,0.847789309041823,0.818775769478383,0.469630557481648,0.884549562326386,0.426530915669722,0.0267519593148909,10.5353180732769,1.43445996624863,0.481493938672572,9.78835508282599,0.799482780474308,0.789489245718379,0.00199870695118577,0.160443331022022,0.150517219525692,0.180620663430831,0.852448514680731,0.919405197545454,0.00159896556094862,0.0020226914346,0.135465497573123,0.00903103317154152,0.0301034439051385,0.0202723797609124,0.0385280423332181,0.0827090409717655,0.442030546639285,0.654402097143291,0.549208462525416,30,54,0.127894172147372,1.5,14.7146711243216,0.9,45.0330760874893,3.03025674367966,1.00760145795199,0.499811067096115,12.6829770060785,0.899098553251191,1.18536058720604,1.99924412060745,0.499811067096115,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.149059360593946,0.39047302183781,30.1192641547056,0.695762811217487,0.88585893414184,2650.91383899605,0.410755759341472,0.617444609576891,1.83863677809112,0.178701908417591,0.680255723346855,0.58,23.4754601955839,0.013,0.0238,0.0072,0.177,0.811,0.76,0.160147777007341,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0368835682269195,0.189786619633787,0.342681684578514,0.948032473734598,3.10236475128289,0.0952345112372166,0.248929925707686,0.767078462810089,1.07932060872594,0.918309034130549,1.20406819474877,0.962568182319991
26,1,0,Healthy adults,59.7180501896053,0.221960992429151,20.1871726755924,40,16.4026674768473,0.861644291775568,0.627884761902472,0.437290575585308,0.82379094760738,0.374504697317209,0.0333121628061148,9.2805603067677,1.40702917226088,0.514592392755857,11.1316780275406,0.754206805819431,0.744779220746689,0.00188551701454858,0.19925130929763,0.195793194180569,0.234951833016682,0.804173006704969,0.867337826692346,0.00150841361163886,0.00190814321872316,0.176213874762512,0.0117475916508341,0.0391586388361137,0.0300054422711795,0.0262548697723322,0.151276357427588,0.374284436128978,0.783811637801512,0.428911047295048,30,54,0.113836347113811,1.5,15.2410341227367,0.9,45.5518690418827,3.49493362942872,1.61671931830888,0.483272400354327,21.0306457926909,1.96252997199807,1.00856795715049,1.93307651764754,0.483272400354327,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.115229623239168,0.440149379270861,160.94036150143,0.502493175101158,0.987561356510317,2555.83429222081,0.456797735323772,0.742630680269088,1.43568915016625,0.200619110758645,1.00058573050885,0.58,28.4534980414008,0.013,0.0238,0.0072,0.177,0.811,0.76,0.173083769765877,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0330694091616037,0.14574589604942,0.419619702296117,0.838427324322751,2.71986246496791,0.121168929124697,0.202707543834974,0.853891949140765,0.880202929195499,1.00464690562336,1.03370421375858,1.39336785170382
